code,name,mapped_to,type,resolution,climate,ozone,radiation,photo_ox,pm,ht_nc,ht_c,acid,e_fw,e_m,e_t,ecotox,land,water,energy,mater,cc_bio,cc_fos,cc_luc
11070,"Thym, frais","Thyme, fresh",,mapped,0.0033,-0.0616,-0.0097,-0.0703,-0.0242,0.8389,-6.5336,0.1315,0.2903,0.0232,0.0923,11.4576,0.0587,12.1493,1.5151,-0.0021,0.0002,0.0165,-0.1064
11074,"Gingembre, racine crue","Ginger, raw",,mapped,0.093,-0.0907,0.0315,-0.0209,0.0626,0.0077,-4.5473,0.0546,0.0411,-0.0724,-0.0701,8.1398,0.3525,-2.2963,0.663,-0.0331,0.0,0.0426,-0.0281
11075,"Cardamome, poudre","Cardamom, powder",,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11077,"Fenugrec, graine","Fenugreek, seed",,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11079,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,"Mayonnaise, reduced fat or light mayonnaise",,mapped,-0.1432,-0.0462,-0.0592,-0.339,-1.4983,0.4634,9.7192,6.4976,-0.1122,-0.298,1.6897,5.706,-0.0121,4.7507,1.1071,0.0013,0.3464,-0.0708,-0.3353
11082,"Fleur de sel, non iodée, non fluorée","Pure sea salt, no enrichment",,mapped,0.0504,-0.613,-0.0101,0.1775,-0.069,1.1646,-8.4129,1.4676,0.0166,-0.05,0.8335,9.9122,-0.2809,14.7284,0.9724,-0.19,0.1196,0.0234,-0.1883
11083,"Sel marin gris, non iodé, non fluoré","Sea salt, grey, no enrichment",,mapped,0.0504,-0.613,-0.0101,0.1775,-0.069,1.1646,-8.4129,1.4676,0.0166,-0.05,0.8335,9.9122,-0.2809,14.7284,0.9724,-0.19,0.1196,0.0234,-0.1883
11084,"Agar (algue), cru","Seaweed, agar, raw",,mapped,-0.0907,-0.0362,-0.121,0.0045,-0.0552,3.7295,-3.018,-0.338,-0.2,0.2183,-0.2053,22.006,0.065,-5.5711,0.7643,-0.0344,-0.0956,0.3649,-0.0867
11086,"Spiruline (Spirulina sp.), séchée ou déshydratée","Spirulina, (spirulina sp.), dried",,mapped,-0.0907,-0.0362,-0.121,0.0045,-0.0552,3.7295,-3.018,-0.338,-0.2,0.2183,-0.2053,22.006,0.065,-5.5711,0.7643,-0.0344,-0.0956,0.3649,-0.0867
11088,Poivre de Cayenne ou piment de Cayenne,Cayenne pepper,,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11089,"Curcuma, poudre","Turmeric, powder",,mapped,-0.0026,0.0784,-0.0134,-0.0653,-6.7455,1.0184,-12.2977,47.7077,0.16,-0.2839,7.2027,10.5647,0.0222,63.6776,0.3139,0.0186,-0.2012,0.0239,0.3734
11090,Vinaigre de cidre,"Vinegar, cider",,mapped,-0.0391,-0.0351,-0.0902,-0.1269,-2.7342,-0.3696,2.3993,14.317,-0.1278,0.0244,17.7584,6.5288,-0.3334,-8.0828,-1.2715,-0.01,-0.0171,-0.025,0.0
11091,Vinaigre balsamique,"Vinegar, balsamic",,mapped,-0.0171,-0.0724,0.0775,0.0864,-2.9088,0.566,8.314,15.5465,0.1609,-0.0436,13.248,32.1726,-0.0749,-37.0498,-0.8242,-0.0751,0.6041,-0.0266,-0.3207
11092,"Estragon, frais","Tarragon, fresh",,mapped,-0.0198,-0.0695,-0.0661,0.2052,0.0036,1.0643,-6.8351,0.019,-0.2846,-0.0128,-0.0575,11.8602,-0.0504,12.137,1.4027,0.126,-0.1599,0.0161,-0.0784
11093,"Aneth, frais","Dill, fresh",,mapped,0.0033,-0.0616,-0.0097,-0.0703,-0.0242,0.8389,-6.5336,0.1315,0.2903,0.0232,0.0923,11.4576,0.0587,12.1493,1.5151,-0.0021,0.0002,0.0165,-0.1064
11094,"Coriandre, fraiche","Coriander, fresh",,mapped,-0.2349,-0.0835,-0.0923,-0.1118,-0.0695,0.8801,-5.2915,0.0867,0.14,0.0973,0.3034,3.8333,0.1736,23.0004,0.6796,-0.0728,0.0447,0.0562,0.0672
11098,"Vanille, extrait aqueux","Vanilla, aqueous extract",,mapped,-0.0776,-0.0183,-0.0359,0.2452,-3.485,0.6727,-5.2163,14.662,-0.1588,0.0889,32.1553,6.9354,-0.0407,-83.8065,-2.5285,-0.1698,-0.3025,0.0355,-0.2315
11100,"Sauce barbecue, préemballée","Barbecue sauce, prepacked",,mapped,0.3116,0.0495,-0.0087,-0.0206,-0.7627,-2.4505,-2.7574,0.7936,-0.1008,0.0383,0.1862,6.7409,-0.0235,4.2563,0.8632,-0.0438,0.0402,-0.1485,0.0267
11101,"Sauce béchamel, préemballée","Bechamel sauce, prepacked",,mapped,-0.0792,-0.0423,-0.0024,-0.1571,-0.5595,0.6692,6.7842,0.3098,-0.1232,-0.2018,-0.0413,5.7776,-0.1978,21.7152,0.7886,0.0109,-0.0288,-0.4365,-0.0253
11102,"Sauce béarnaise, préemballée","Bearnaise sauce, prepacked",,mapped,-0.0285,-0.0542,-0.3168,0.2732,-0.7276,0.0607,10.4076,0.4622,-0.2355,-0.1407,0.128,6.3276,-0.2698,12.698,0.7623,0.0609,0.0069,-0.2089,-0.0136
11104,"Sauce soja, préemballée","Soy sauce, prepacked",,mapped,-0.143,-0.0238,0.0451,-0.0524,-0.5644,1.1474,-3.928,0.9536,-0.4252,-0.5829,-0.1523,10.0029,-1.1072,27.8574,0.9091,-0.204,-0.0077,-0.1171,-0.8017
11105,"Sauce hollandaise, préemballée","Hollandaise sauce, prepacked",,mapped,-0.0001,-0.0005,0.0483,0.0965,-0.7598,0.5268,11.0824,0.0664,-0.1211,0.0316,0.0367,3.2609,-0.3067,3.2221,0.79,-0.1009,-0.0067,-0.1774,-0.068
11107,"Sauce tomate aux oignons, préemballée","Tomato sauce, with onions, prepacked",,mapped,-0.2027,-0.0114,0.0407,-0.0112,-0.4963,0.8799,-6.7114,0.8435,-0.0947,0.0194,0.2898,10.04,0.0215,-2.0478,1.0093,-0.0047,-0.0535,0.3008,0.2439
11110,"Sauce vinaigrette (50 à 75% d'huile), préemballée","Salad dressing, (50-75% of oil), prepacked",,mapped,0.1623,-0.0107,-0.0033,-0.0733,-1.5815,0.785,9.5954,7.1447,-0.1218,-0.0532,1.638,8.093,-0.1857,5.9186,1.106,-0.1851,0.1292,0.1761,-0.4104
11111,"Sauce armoricaine, préemballée","Armorican-style sauce, prepacked",,mapped,-0.0578,0.0048,-0.0105,-0.1068,-0.5637,0.7317,5.2911,0.1088,-0.2327,-0.1299,-0.139,6.4358,0.0205,4.6929,0.8871,-0.0706,-0.191,-0.2579,-0.2877
11112,Harissa (sauce condimentaire),"Harissa (hot spicy sauce), prepacked",,mapped,-0.2081,0.0454,-0.4341,-0.0357,-0.4008,0.4884,-5.8171,0.1041,-0.0111,0.0026,0.0625,6.2572,0.0784,3.0828,0.8125,0.0211,-0.0145,0.0928,0.1684
11114,"Sauce tomate à la viande ou Sauce bolognaise, préemballée","Tomato sauce, with meat or Bolognese sauce, prepacked",,mapped,0.0062,0.0121,-0.4951,-0.0369,-0.4214,0.4596,26.623,0.2224,-0.2349,-0.1882,-0.0668,4.232,-0.0963,11.1134,0.5287,-0.3149,0.0017,-0.0685,0.7921
11115,"Sauce au poivre vert, préemballée","Green pepper sauce, prepacked",,mapped,0.1607,-0.045,-0.0493,0.0122,-0.2777,1.1043,-0.8965,0.7332,-0.2017,-0.0719,0.0273,10.6332,-0.1264,26.4238,0.8326,-0.0374,0.0195,-0.3398,-0.1548
11120,"Sauce bourguignonne, préemballée","Burgundy-style sauce, prepacked",,mapped,-0.1644,-0.0175,0.008,-0.0988,-0.453,0.4775,7.5461,2.1852,0.0762,0.0675,0.6117,16.8951,-0.0701,-76.0187,0.5096,0.003,0.0861,-0.1334,-0.329
11121,"Sauce madère, préemballée","Madeira wine sauce, prepacked",,mapped,-0.0702,0.0017,-0.0192,-0.0699,-0.5403,0.9206,22.1951,0.308,-0.0394,0.1049,0.0358,9.0128,0.0073,26.7537,0.4475,-0.0516,0.0489,0.0824,2.7081
11122,"Sauce à l'échalote à la crème, préemballée","Cream sauce with shallots, prepacked",,mapped,0.0771,-0.0508,0.1663,-0.0802,-0.7891,0.8987,5.5204,0.2555,-0.0868,-0.0466,-0.027,6.6828,-0.0956,15.8339,0.6436,0.1465,0.0284,-0.3484,0.2269
11128,"Sauce carbonara, préemballée","Carbonara sauce (cream sauce with lardoons), prepacked",,mapped,-0.0609,-0.0001,0.0956,-0.4893,-0.9073,-0.5358,7.4817,0.4658,-0.2473,-0.3003,-0.0885,2.6262,-0.5691,1.544,0.8233,-0.198,0.2552,-0.2572,-0.0798
11129,"Sauce chasseur, préemballée","Hunter-style sauce (a garnish of mushrooms, shallots and tomatoes in white wine sauce), prepacked",,mapped,0.0016,0.0071,-0.0367,-0.0937,-0.688,0.5742,4.9168,1.2425,-0.1498,-0.0711,0.3545,12.1309,-0.1184,-80.1087,0.5753,-0.1113,-0.0957,-0.235,-0.0843
11132,"Sauce au curry, préemballée","Curry sauce, prepacked",,mapped,0.3548,0.0012,-0.0414,-0.029,-0.1883,1.4989,-4.0872,0.7315,0.1812,0.0125,0.1498,9.1135,-0.1596,-1.4078,1.0623,0.1129,-0.0566,-0.1397,-0.1822
11140,"Sauce au beurre blanc, préemballée","White butter sauce, prepacked",,mapped,0.0299,-0.0033,0.3592,-0.1037,-0.5803,-0.036,10.4639,0.4053,-0.1075,0.0368,-0.0531,7.5485,-0.1764,14.6396,0.7685,0.0301,-0.0988,-0.0078,-0.0579
11143,"Sauce béchamel, maison","Bechamel sauce, home-made",,mapped,-0.0792,-0.0423,-0.0024,-0.1571,-0.5595,0.6692,6.7842,0.3098,-0.1232,-0.2018,-0.0413,5.7776,-0.1978,21.7152,0.7886,0.0109,-0.0288,-0.4365,-0.0253
11157,"Sauce moutarde, préemballée",Mustard sauce prepacked,,mapped,-0.0729,-0.0134,-0.1794,-0.1166,-0.495,0.844,4.8832,0.1315,-0.149,-0.0214,0.0405,6.6565,-0.1435,15.4448,0.7564,-0.1483,-0.048,-0.2742,-0.4127
11158,"Sauce au beurre, préemballée","Sauce, butter, prepacked",,mapped,0.0299,-0.0033,0.3592,-0.1037,-0.5803,-0.036,10.4639,0.4053,-0.1075,0.0368,-0.0531,7.5485,-0.1764,14.6396,0.7685,0.0301,-0.0988,-0.0078,-0.0579
11159,Sauce à la crème,Cream sauce,,mapped,0.0395,0.0121,0.2671,-0.0801,-0.6455,0.558,6.3372,0.2978,0.0471,-0.0562,0.0867,5.9361,-0.0731,17.5529,0.685,-0.1879,-0.3493,0.0655,-0.184
11160,"Sauce aux champignons, préemballée","Mushroom sauce, prepacked",,mapped,-0.0709,0.0309,-0.4039,-0.078,-0.4607,0.8392,1.386,0.9862,-0.0268,0.2753,0.3814,9.046,-0.2035,-84.5884,0.197,0.1379,-0.1307,0.1111,-0.4303
11161,Sauce à la crème aux épices,Cream sauce with spices,,mapped,-0.0853,-0.0486,-0.2754,-0.0208,-0.7399,2.239,5.5913,0.2552,-0.152,-0.1053,0.0629,4.3097,-0.0626,-0.3928,0.6889,0.0865,0.0157,0.0084,-0.2169
11162,Sauce à la crème aux herbes,Cream sauce with herbs,,mapped,-0.0853,-0.0486,-0.2754,-0.0208,-0.7399,2.239,5.5913,0.2552,-0.152,-0.1053,0.0629,4.3097,-0.0626,-0.3928,0.6889,0.0865,0.0157,0.0084,-0.2169
11163,"Sauce aigre douce, préemballée","Sweet and sour sauce, prepacked",,mapped,-0.2205,-0.0528,0.0185,-0.0196,-0.8552,1.192,1.7321,3.6159,-0.0341,0.0024,1.3373,14.2047,-0.0472,6.4749,1.0355,-0.1618,-0.02,0.3889,-0.3264
11164,Sauce au vin rouge,Red wine sauce,,mapped,0.0933,0.0288,-0.1327,-0.0026,-0.7787,0.2984,6.6021,3.9193,-0.2261,-0.1138,1.0311,18.4938,-0.6372,18.2208,0.9323,-0.15,0.0629,0.0008,-0.2234
11166,Sauce au yaourt,Yogurt sauce,,mapped,-0.2117,-0.0507,0.0175,-0.0182,-0.3972,3.1575,4.2039,-0.0029,-0.2961,-0.0409,0.0374,5.1617,-0.0235,-2.1348,0.7104,-0.0568,-0.0418,-0.3116,-0.1148
11167,"Sauce américaine, préemballée","American-style sauce, prepacked",,mapped,-0.0906,-0.0434,-0.0146,-0.4099,-0.4983,0.7519,5.1672,-0.07,-0.1683,-0.2451,-0.2123,6.3871,-0.0323,4.8255,1.0702,-0.1628,-0.1939,-0.3126,-0.2908
11168,"Sauce aïoli, préemballée","Aioli sauce (garlic and olive oil mayonnaise), prepacked",,mapped,-0.2979,0.015,-0.0225,-0.0713,-0.1215,0.4996,-4.136,0.2794,-0.0653,0.061,0.2993,3.4129,0.0781,2.2144,1.1874,-0.0678,-0.3006,0.0878,-0.0288
11170,"Sauce basquaise ou Sauce aux poivrons, préemballée","Basque-style sauce or tomato sauce with sweet peppers, prepacked",,mapped,-0.0692,0.0344,-0.0443,-0.0047,0.0222,0.7391,-4.9993,0.9845,-0.0324,-0.0263,0.0935,8.2803,-0.07,2.7494,0.981,-0.0071,-0.1083,0.1567,-0.0944
11172,"Court-bouillon pour poissons, déshydraté","Aromatic stock cube, for fish, dehydrated",,mapped,0.0169,0.03,-0.1588,-0.023,-0.4623,3.6618,-1.4929,0.0507,-0.034,-0.0814,0.0862,12.2352,0.2916,-14.3455,0.4177,0.036,-0.2821,-0.0486,-0.0283
11177,"Sauce tomate aux champignons, préemballée","Tomato sauce, w mushrooms, prepacked",,mapped,0.2578,-0.0125,-0.0238,0.0551,-0.6055,0.7322,-6.245,1.1832,0.0768,0.0141,0.1587,9.2463,0.0287,-47.361,0.8926,-0.049,-0.0609,-0.0172,-0.0089
11178,"Sauce tomate aux olives, préemballée","Tomato sauce, w olives, prepacked",,mapped,-0.0073,0.0243,-0.0216,-0.0525,-0.4668,0.7285,-6.7542,0.7836,-0.1557,0.0708,0.4183,9.6196,-0.0309,-1.0832,1.1135,-0.0563,0.1158,0.1922,-0.1526
11179,"Sauce pesto, préemballée","Sauce, pesto, prepacked",,mapped,-0.157,0.0079,0.0192,-0.0457,-0.0837,0.3216,-0.7882,0.1405,-0.1212,-0.2358,0.1606,5.1975,-0.0573,9.1293,0.9713,-0.0263,-0.0493,0.0422,-0.0391
11182,"Sauce au poivre, chaude, préemballée","Sauce, pepper, prepacked",,mapped,0.1043,-0.0216,0.2771,-0.1037,-0.2688,0.9609,2.0959,0.0231,-0.2865,-0.0428,0.0338,8.0127,-0.1371,24.104,0.843,-0.1525,0.0552,0.2992,-0.0443
11187,"Sauce crudités ou Sauce salade, préemballée","Salad dressing, prepacked",,mapped,0.1127,0.0415,-0.058,-0.4552,-1.4851,0.4476,9.7275,6.6258,-0.0246,-0.1314,2.0094,5.6153,-0.1575,5.3017,1.0559,-0.2015,0.3737,-0.1132,-0.3193
11189,"Sauce au fromage pour risotto ou pâtes, préemballée","Cheese sauce for risotto or pasta, prepacked",,mapped,-0.0699,-0.0328,0.0187,-0.1328,-0.6744,0.2911,8.244,0.0678,-0.1956,0.1809,0.1459,4.3766,-0.2236,13.7438,0.7421,-0.1921,-0.0057,-0.287,-0.1693
11191,"Sauce au roquefort, préemballée","Roquefort (blue cheese) sauce, prepacked",,mapped,0.0299,-0.0033,0.3592,-0.1037,-0.5803,-0.036,10.4639,0.4053,-0.1075,0.0368,-0.0531,7.5485,-0.1764,14.6396,0.7685,0.0301,-0.0988,-0.0078,-0.0579
11192,"Sauce aux champignons et à la crème, préemballée","Cream sauce with mushrooms, prepacked",,mapped,-0.0154,-0.0473,0.1053,-0.0833,-0.4207,0.6584,4.842,0.5994,-0.0432,-0.1712,0.1977,8.4483,-0.4606,-83.8399,0.222,0.0178,0.0222,-0.1438,-0.0421
11194,"Sauce Nuoc Mâm ou Sauce au poisson, préemballée","Nuoc mam sauce or fish sauce, prepacked",,mapped,-6.2165,-0.1931,-11.9183,-7.328,-9.8524,-13.6045,-12.6357,-10.1521,-7.3123,-15.1917,-13.21,9.9791,-15.6901,13.8052,-8.1869,-1.8563,-4.6157,-6.0702,-6.0044
11196,"Sauce burger, préemballée","Burger sauce, prepacked",,mapped,-0.2047,-0.0204,0.0369,0.1418,-1.3744,0.3672,9.6134,6.3948,-0.0866,0.0988,1.6076,5.7328,-0.0298,4.7482,1.2399,-0.1131,0.3419,-0.1359,-0.3404
11198,"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée","Salad dressing, reduced fat, prepacked",,mapped,0.1127,0.0415,-0.058,-0.4552,-1.4851,0.4476,9.7275,6.6258,-0.0246,-0.1314,2.0094,5.6153,-0.1575,5.3017,1.0559,-0.2015,0.3737,-0.1132,-0.3193
11199,"Sauce grand veneur, préemballée","Grand veneur sauce (a reduction of red wine with garlic, shallots and red currant jelly), prepacked",,mapped,-0.1148,0.0312,0.0103,-0.0607,-0.5894,0.0834,7.1782,2.0676,-0.0034,0.2165,0.6415,16.9235,-0.0116,-75.9595,0.572,0.0966,-0.0627,-0.066,-0.3222
11202,"Sauce indienne type tandoori ou tikka masala, préemballée","Indian-style sauce, tandoori or garam masala type, prepacked",,mapped,-0.2525,0.0305,0.0357,-0.0813,-0.998,1.7874,3.7628,1.13,0.1325,-0.0724,0.4097,7.0404,-0.0275,-2.8252,0.9703,0.0332,0.1158,-0.1143,-0.0455
11203,"Sauce kebab, préemballée","Kebab sauce, prepacked",,mapped,-0.0253,0.0252,-0.2224,-0.1457,-0.783,1.1658,7.2827,1.3405,0.0443,-0.0877,0.3744,5.6675,0.2877,5.5092,0.8609,-0.0515,-0.0447,-0.245,0.302
11205,"Sauce rouille, préemballée","Mayonnaise flavoured with garlic, chilli pepper and fish broth, prepacked",,mapped,-0.1931,-0.019,-0.082,-0.1027,-1.3069,0.3883,9.9145,6.6424,-0.1104,-0.3261,2.043,5.6883,0.0591,4.9044,1.1616,0.0926,0.3307,-0.1149,-0.3446
11207,"Sauce tomate aux petits légumes, préemballée","Tomato sauce, w vegetables, prepacked",,mapped,-0.1331,-0.0659,-0.0472,0.0658,-0.394,0.75,-6.642,0.3139,-0.1765,-0.0851,0.1836,8.6275,-0.2108,-1.0702,0.9892,0.0289,-0.0933,0.0403,-0.2168
11208,"Sauce tomate au fromage, préemballée","Tomato sauce, w cheese, prepacked",,mapped,-0.2607,-0.0375,0.0444,0.0448,-0.3064,0.7513,-3.9079,0.532,-0.0349,-0.0784,0.1715,8.6427,0.0113,-1.3148,0.9868,-0.0712,0.0891,-0.1222,0.0217
11210,"Sauce pesto rosso, préemballée","Sauce, pesto rosso, prepacked",,mapped,-0.157,0.0079,0.0192,-0.0457,-0.0837,0.3216,-0.7882,0.1405,-0.1212,-0.2358,0.1606,5.1975,-0.0573,9.1293,0.9713,-0.0263,-0.0493,0.0422,-0.0391
11212,"Sauce au poivre, condimentaire, froide, préemballée","Sauce, pepper, prepacked",,mapped,0.0418,0.0348,0.3902,0.0115,-0.1225,0.6413,2.2109,0.1465,-0.1746,-0.1359,-0.0016,7.9139,-0.1006,24.5968,0.7843,0.1162,0.0488,0.2071,-0.0521
11214,"Préparation culinaire à base de soja, type ""crème de soja""","Soy ""cream"" preparation",,mapped,0.2875,0.0062,-0.0114,0.0712,-1.0517,-2.8881,5.8452,8.2494,0.0206,-0.0909,2.7735,5.2466,0.25,-5.494,1.1112,-0.0065,0.0328,-0.0989,0.0601
11219,"Sauce végétale type bolognaise, préemballée",Vegetable Bolognese sauce,,mapped,0.095,-0.0236,0.1733,-0.0097,-0.5934,1.8334,-0.3439,1.342,-0.09,-0.1867,0.5375,6.4015,-0.3433,5.5593,0.6506,0.1756,-0.0063,-0.0003,-5.7528
11300,Sauce au chocolat,Chocolate sauce,,mapped,0.012,-0.2062,-0.0026,-0.192,-0.518,0.7233,-14.7087,0.6121,-0.0141,0.0926,0.0662,5.1884,-0.1517,-2.9072,0.3648,0.0297,0.0701,0.0299,0.0035
11507,Bicarbonate de soude,Sodium bicarbonate,,mapped,-0.2211,-0.5045,0.1379,0.0473,-0.1456,1.3262,-9.986,0.2339,-0.0695,-0.0783,-0.0059,4.4948,-0.0804,13.8179,0.7959,-0.0975,-0.0175,0.3027,0.0391
12001,"Camembert, sans précision","Camembert cheese, from cow's milk",,mapped,-0.0538,-0.1843,-0.2523,-0.183,-0.6552,-0.0426,10.4377,-0.0559,-0.1139,0.0837,0.0272,3.6447,-0.0136,6.6523,0.5627,-0.4423,0.1557,0.0317,0.0258
12003,Fromage à pâte molle et croûte fleurie (type camembert),Soft-ripened cheese with bloomy rind (Camembert-type cheese),,mapped,-0.0498,-0.0873,-0.1549,-0.2812,-0.6704,-0.1625,10.9918,-0.0008,-0.0809,-0.3811,-0.1401,3.479,-0.2697,6.3186,0.6377,-0.3237,0.0837,0.0253,-0.1443
12006,Camembert au lait cru,"Camembert cheese, from cow's milk, from raw milk",,mapped,-0.0538,-0.1843,-0.2523,-0.183,-0.6552,-0.0426,10.4377,-0.0559,-0.1139,0.0837,0.0272,3.6447,-0.0136,6.6523,0.5627,-0.4423,0.1557,0.0317,0.0258
12008,Fromage à pâte molle double crème environ 30% MG,"Soft-ripened cheese, double cream, around 30% fat",,mapped,-0.1108,-3.0973,-0.2696,-0.0864,-0.6652,-0.1587,9.6803,-0.0925,-0.3681,0.1063,-0.2118,3.9034,-0.2725,10.2434,0.439,-2.1577,-0.106,-0.6382,-0.1446
12009,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,"Soft-ripened round cheese with bloomy rind, 5 to 11% fat, Camembert-type cheese, reduced fat",,mapped,-0.1636,-0.1623,-0.2733,-0.1069,-0.6905,-0.0727,10.3726,-0.0867,-0.2242,0.0219,0.0338,3.5804,-0.2147,7.1038,0.7483,-0.4429,-0.0591,-0.0174,-0.0413
12010,Coulommiers,"Coulommiers cheese, from cow's milk",,mapped,0.0224,-0.1231,-0.2017,0.2213,-0.6263,-0.1199,10.8796,-0.0307,-0.1021,-0.2667,-0.0957,3.5679,-0.298,6.2163,0.7156,0.1403,-0.1332,-0.1463,0.0119
12012,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,"Soft-ripened round cheese with bloomy rind, around 11% fat, Coulommiers-type cheese, reduced fat",,mapped,0.0107,-0.1431,-0.1544,-0.1821,-0.5502,-0.0507,10.1447,-0.1044,-0.1776,-0.1329,0.0511,3.6746,-0.3161,7.079,0.8615,0.2661,0.0705,-0.0343,-0.1793
12013,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,"Soft-ripened round cheese with bloomy rind, around 5% fat, Camembert-type cheese, reduced fat",,mapped,-0.0426,-0.2042,-0.1919,-0.1718,-0.647,-0.1431,10.3322,-0.1251,-0.2292,-0.1464,-0.0611,3.62,-0.0824,7.0285,0.5354,-0.2675,0.0285,-0.2855,-0.1715
12020,"Brie, sans précision","Brie cheese, from cow's milk",,mapped,-0.0327,-0.2308,-0.295,-0.1159,-0.6684,-0.0556,10.7018,0.0084,-0.148,0.1444,0.0074,3.5126,-0.1097,6.4916,0.6345,-0.0054,-0.1389,-0.174,-0.0934
12021,Brie de Meaux,"Brie de Meaux cheese, from cow's milk",,mapped,-0.0735,-0.2176,-0.1883,-0.1838,-0.7254,-0.2124,11.5563,-0.0263,-0.1107,-0.3601,-0.0327,3.3073,-0.0242,5.758,0.4566,0.1252,0.1294,-0.2733,-0.1192
12022,Brie de Melun,"Brie de Melun cheese, from cow's milk",,mapped,-0.0245,-0.1827,-0.2628,-0.1988,-0.7341,-0.1097,11.8735,-0.1198,-0.236,0.1455,0.0753,3.3209,-0.0365,5.8201,0.5845,-0.0495,-0.0081,-0.2458,-0.1594
12025,Carré de l'Est,"Carré de l'Est cheese, from cow's milk",,mapped,-0.0165,-0.2068,-0.1913,-0.0964,-0.5923,-0.1394,11.0385,-0.0918,-0.195,0.1484,-0.0707,3.4969,-0.3199,6.6751,0.587,-0.3591,-0.0039,-0.1417,-0.055
12028,Chaource,"Chaource cheese, from cow's milk",,mapped,-0.0204,-0.0949,-0.177,-0.1623,-0.5378,-0.0525,9.5634,-0.1108,-0.2292,0.1174,-0.2432,3.6072,-0.0371,6.8958,0.6288,0.0204,-0.04,-0.1218,-0.1669
12029,Maroilles laitier,"Maroilles ""laitier"" cheese",,mapped,-0.0612,-0.1283,-0.2948,0.0014,-0.6612,-0.1114,10.1894,-0.0263,-0.2042,-0.0311,-0.1803,3.4933,-0.1164,5.9544,0.5212,-0.1214,-0.1145,-0.3601,-0.0158
12030,Maroilles fermier,"Maroilles ""fermier"" cheese",,mapped,-0.0806,-0.2087,-0.2585,-0.3617,-0.5978,-0.1523,10.4476,-0.113,-0.2344,-0.0915,0.1116,3.4438,-0.0489,5.784,0.7706,-0.3814,0.0549,-0.2666,-0.0015
12031,Neufchâtel,"Neufchâtel cheese, from cow's milk",,mapped,-0.0841,-0.1037,-0.1763,-0.1822,-0.7038,-0.1493,11.3111,0.0132,-0.2112,-0.0379,0.0107,3.3881,0.0147,7.4133,0.5137,-0.4404,0.1665,-0.3237,0.0051
12033,Fromage à pâte molle triple crème environ 40% MG,"Soft-ripened cheese, triple cream, around 40% fat",,mapped,-0.1149,-2.7553,-0.3191,-0.7752,-0.6024,-0.1276,9.3265,-0.0666,-0.3411,-0.3063,0.0858,4.0453,-0.1119,10.3929,0.4873,-2.0049,0.1599,-0.5332,-0.1415
12035,"Fromage à pâte molle et croûte lavée, allégé environ 13% MG","Soft-ripened washed-rind cheese, reduced fat, around 13% fat",,mapped,-0.1149,-2.7553,-0.3191,-0.7752,-0.6024,-0.1276,9.3265,-0.0666,-0.3411,-0.3063,0.0858,4.0453,-0.1119,10.3929,0.4873,-2.0049,0.1599,-0.5332,-0.1415
12036,"Maroilles, sans précision","Maroilles cheese, from cow's milk",,mapped,-0.1027,-0.089,-0.2431,-0.526,-0.6101,-0.0625,10.2056,-0.0506,-0.1115,-0.3051,-0.1352,3.5197,-0.2928,5.7603,0.745,-0.5333,0.1298,-0.3841,-0.0509
12037,Livarot,"Livarot cheese, from cow's milk",,mapped,-0.0552,-0.0989,-0.2172,-0.1354,-0.5697,-0.0665,10.7213,-0.1225,-0.1404,0.0386,-0.0168,3.6115,0.0759,6.4803,0.8164,0.1992,0.0097,-0.4018,-0.148
12038,Époisses,"Époisses cheese, from cow's milk",,mapped,0.0212,-0.2298,-0.1825,-0.1739,-0.5642,-0.1195,10.1718,-0.1192,-0.083,-0.2876,-0.2262,3.6343,-0.2457,6.897,0.5196,-0.3657,-0.1408,-0.3605,-0.1162
12039,Munster,"Munster cheese, from cow's milk",,mapped,0.0134,-0.2228,-0.174,-0.11,-0.6366,-0.139,12.0713,-0.0942,-0.1136,-0.3433,-0.2295,3.3272,-0.0151,6.5299,0.6827,-0.1252,0.1225,-0.2706,-0.0251
12040,Langres,"Langres cheese, from cow's milk",,mapped,0.017,-0.2102,-0.2982,-0.1691,-0.5874,-0.2397,10.2332,-0.0137,-0.1702,-0.2232,-0.2236,3.4463,0.0337,6.6283,0.3884,-0.5864,-0.1672,-0.1457,0.0077
